_id,COUNTY,YEARS,STRATA,AGE GROUP,CURRENT PREVALENCE,95% CONFIDENCE INTERVAL,COUNTIES GROUPED,COMMENT
1284,Santa Cruz,2021-2022,Total population,All ages,8.5,(5.1-12),,
1285,Shasta,2021-2022,Total population,All ages,5.7,(3.5-7.8),,
1286,Sierra,2021-2022,Total population,All ages,9,(3.4-14.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1287,Siskiyou,2021-2022,Total population,All ages,9,(3.4-14.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1288,Solano,2021-2022,Total population,All ages,10.9,(7.5-14.3),,
1289,Sonoma,2021-2022,Total population,All ages,7.8,(5.3-10.3),,
1290,Stanislaus,2021-2022,Total population,All ages,11.5,(7.9-15),,
1291,Sutter,2021-2022,Total population,All ages,7.4,(4.7-10.1),,
1292,Tehama,2021-2022,Total population,All ages,11.4,(7.5-15.3),"Colusa, Glenn, and Tehama counties combined combined for analysis",
1293,Trinity,2021-2022,Total population,All ages,9,(3.4-14.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1294,Tulare,2021-2022,Total population,All ages,7.2,(4.5-9.8),,
1295,Tuolumne,2021-2022,Total population,All ages,13.9,(9.8-18.1),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1296,Ventura,2021-2022,Total population,All ages,9.9,(7-12.8),,
1297,Yolo,2021-2022,Total population,All ages,14.5,(6.7-22.3),,
1298,Yuba,2021-2022,Total population,All ages,14.1,(9.2-19),,
1299,California,2021-2022,Child vs. adult,0–17 years,6.8,(6.1-7.4),,
1300,Alameda,2021-2022,Child vs. adult,0–17 years,3.8,(1.1-6.4),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1301,Alpine,2021-2022,Child vs. adult,0–17 years,14.2,(1.2-27.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1302,Amador,2021-2022,Child vs. adult,0–17 years,14.2,(1.2-27.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1303,Butte,2021-2022,Child vs. adult,0–17 years,7.6,(1-14.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1304,Calaveras,2021-2022,Child vs. adult,0–17 years,14.2,(1.2-27.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1305,Colusa,2021-2022,Child vs. adult,0–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
1306,Contra Costa,2021-2022,Child vs. adult,0–17 years,5.1,(2-8.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1307,Del Norte,2021-2022,Child vs. adult,0–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1308,El Dorado,2021-2022,Child vs. adult,0–17 years,2.9,(1.2-4.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1309,Fresno,2021-2022,Child vs. adult,0–17 years,13.9,(8.7-19.2),,
1310,Glenn,2021-2022,Child vs. adult,0–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
1311,Humboldt,2021-2022,Child vs. adult,0–17 years,,,,Prevalence not available due to unreliable estimate
1312,Imperial,2021-2022,Child vs. adult,0–17 years,10.1,(2.6-17.5),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1313,Inyo,2021-2022,Child vs. adult,0–17 years,14.2,(1.2-27.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1314,Kern,2021-2022,Child vs. adult,0–17 years,6.6,(1.9-11.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1315,Kings,2021-2022,Child vs. adult,0–17 years,6.8,(1.9-11.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1316,Lake,2021-2022,Child vs. adult,0–17 years,,,,Prevalence not available due to unreliable estimate
1317,Lassen,2021-2022,Child vs. adult,0–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1318,Los Angeles,2021-2022,Child vs. adult,0–17 years,7.4,(5.9-8.9),,
1319,Madera,2021-2022,Child vs. adult,0–17 years,14.4,(3.8-25),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1320,Marin,2021-2022,Child vs. adult,0–17 years,,,,Prevalence not available due to unreliable estimate
1321,Mariposa,2021-2022,Child vs. adult,0–17 years,14.2,(1.2-27.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1322,Mendocino,2021-2022,Child vs. adult,0–17 years,,,,Prevalence not available due to unreliable estimate
1323,Merced,2021-2022,Child vs. adult,0–17 years,4.6,(0.2-9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1324,Modoc,2021-2022,Child vs. adult,0–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1325,Mono,2021-2022,Child vs. adult,0–17 years,14.2,(1.2-27.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1326,Monterey,2021-2022,Child vs. adult,0–17 years,,,,Prevalence not available due to unreliable estimate
1327,Napa,2021-2022,Child vs. adult,0–17 years,,,,Prevalence not available due to unreliable estimate
1328,Nevada,2021-2022,Child vs. adult,0–17 years,,,,Prevalence not available due to unreliable estimate
1329,Orange,2021-2022,Child vs. adult,0–17 years,8.4,(4.4-12.5),,
1330,Placer,2021-2022,Child vs. adult,0–17 years,4.1,(1-7.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1331,Plumas,2021-2022,Child vs. adult,0–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1332,Riverside,2021-2022,Child vs. adult,0–17 years,4.6,(3-6.2),,
1333,Sacramento,2021-2022,Child vs. adult,0–17 years,6,(2.7-9.3),,
1334,San Benito,2021-2022,Child vs. adult,0–17 years,6.8,(1.2-12.4),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1335,San Bernardino,2021-2022,Child vs. adult,0–17 years,8.3,(4.8-11.8),,
1336,San Diego,2021-2022,Child vs. adult,0–17 years,7.4,(5-9.7),,
1337,San Francisco,2021-2022,Child vs. adult,0–17 years,,,,Prevalence not available due to unreliable estimate
1338,San Joaquin,2021-2022,Child vs. adult,0–17 years,13.9,(7.3-20.6),,
1339,San Luis Obispo,2021-2022,Child vs. adult,0–17 years,6.5,(1.2-11.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1340,San Mateo,2021-2022,Child vs. adult,0–17 years,2.8,(0.6-5.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1341,Santa Barbara,2021-2022,Child vs. adult,0–17 years,,,,Prevalence not available due to unreliable estimate
1342,Santa Clara,2021-2022,Child vs. adult,0–17 years,4.4,(2.2-6.7),,
1343,Santa Cruz,2021-2022,Child vs. adult,0–17 years,,,,Prevalence not available due to unreliable estimate
1344,Shasta,2021-2022,Child vs. adult,0–17 years,,,,Prevalence not available due to unreliable estimate
1345,Sierra,2021-2022,Child vs. adult,0–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1346,Siskiyou,2021-2022,Child vs. adult,0–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1347,Solano,2021-2022,Child vs. adult,0–17 years,,,,Prevalence not available due to unreliable estimate
1348,Sonoma,2021-2022,Child vs. adult,0–17 years,,,,Prevalence not available due to unreliable estimate
1349,Stanislaus,2021-2022,Child vs. adult,0–17 years,5.2,(0.3-10),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1350,Sutter,2021-2022,Child vs. adult,0–17 years,,,,Prevalence not available due to unreliable estimate
1351,Tehama,2021-2022,Child vs. adult,0–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
1352,Trinity,2021-2022,Child vs. adult,0–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1353,Tulare,2021-2022,Child vs. adult,0–17 years,,,,Prevalence not available due to unreliable estimate
1354,Tuolumne,2021-2022,Child vs. adult,0–17 years,14.2,(1.2-27.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1355,Ventura,2021-2022,Child vs. adult,0–17 years,7.8,(1.4-14.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1356,Yolo,2021-2022,Child vs. adult,0–17 years,,,,Prevalence not available due to unreliable estimate
1357,Yuba,2021-2022,Child vs. adult,0–17 years,12.7,(2.4-23.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1358,California,2021-2022,Child vs. adult,18+ years,9.5,(9.1-9.9),,
1359,Alameda,2021-2022,Child vs. adult,18+ years,11.1,(8.8-13.4),,
1360,Alpine,2021-2022,Child vs. adult,18+ years,13.9,(9.4-18.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1361,Amador,2021-2022,Child vs. adult,18+ years,13.9,(9.4-18.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1362,Butte,2021-2022,Child vs. adult,18+ years,11.2,(7.8-14.5),,
1363,Calaveras,2021-2022,Child vs. adult,18+ years,13.9,(9.4-18.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1364,Colusa,2021-2022,Child vs. adult,18+ years,14.2,(9.3-19),"Colusa, Glenn, and Tehama counties combined combined for analysis",
1365,Contra Costa,2021-2022,Child vs. adult,18+ years,12.6,(9.7-15.6),,
1366,Del Norte,2021-2022,Child vs. adult,18+ years,10.4,(3.4-17.3),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1367,El Dorado,2021-2022,Child vs. adult,18+ years,11.6,(7.3-16),,
1368,Fresno,2021-2022,Child vs. adult,18+ years,13.8,(11-16.5),,
1369,Glenn,2021-2022,Child vs. adult,18+ years,14.2,(9.3-19),"Colusa, Glenn, and Tehama counties combined combined for analysis",
1370,Humboldt,2021-2022,Child vs. adult,18+ years,14.9,(7.5-22.3),,
1371,Imperial,2021-2022,Child vs. adult,18+ years,11.4,(6.7-16.2),,
1372,Inyo,2021-2022,Child vs. adult,18+ years,13.9,(9.4-18.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1373,Kern,2021-2022,Child vs. adult,18+ years,8.5,(5.5-11.5),,
1374,Kings,2021-2022,Child vs. adult,18+ years,9.6,(6.5-12.6),,
1375,Lake,2021-2022,Child vs. adult,18+ years,7.9,(4.5-11.2),,
1376,Lassen,2021-2022,Child vs. adult,18+ years,10.4,(3.4-17.3),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1377,Los Angeles,2021-2022,Child vs. adult,18+ years,8.2,(7.5-8.9),,
1378,Madera,2021-2022,Child vs. adult,18+ years,9.2,(6.2-12.2),,
1379,Marin,2021-2022,Child vs. adult,18+ years,8.2,(5.2-11.2),,
1380,Mariposa,2021-2022,Child vs. adult,18+ years,13.9,(9.4-18.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1381,Mendocino,2021-2022,Child vs. adult,18+ years,15.7,(10.4-21),,
1382,Merced,2021-2022,Child vs. adult,18+ years,11,(7.3-14.7),,
1383,Modoc,2021-2022,Child vs. adult,18+ years,10.4,(3.4-17.3),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1384,Mono,2021-2022,Child vs. adult,18+ years,13.9,(9.4-18.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1385,Monterey,2021-2022,Child vs. adult,18+ years,5.2,(1.5-9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1386,Napa,2021-2022,Child vs. adult,18+ years,12.9,(7.6-18.2),,
1387,Nevada,2021-2022,Child vs. adult,18+ years,10.3,(6.4-14.3),,
1388,Orange,2021-2022,Child vs. adult,18+ years,6.2,(5.2-7.3),,
1389,Placer,2021-2022,Child vs. adult,18+ years,11.9,(9.3-14.4),,
1390,Plumas,2021-2022,Child vs. adult,18+ years,10.4,(3.4-17.3),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1391,Riverside,2021-2022,Child vs. adult,18+ years,9.5,(7.8-11.1),,
1392,Sacramento,2021-2022,Child vs. adult,18+ years,14.1,(11.6-16.6),,
1393,San Benito,2021-2022,Child vs. adult,18+ years,7.2,(4.2-10.2),,
1394,San Bernardino,2021-2022,Child vs. adult,18+ years,10.5,(8.8-12.1),,
1395,San Diego,2021-2022,Child vs. adult,18+ years,8.9,(7.9-9.8),,
1396,San Francisco,2021-2022,Child vs. adult,18+ years,8.8,(6.4-11.3),,
1397,San Joaquin,2021-2022,Child vs. adult,18+ years,9.5,(7.2-11.8),,
1398,San Luis Obispo,2021-2022,Child vs. adult,18+ years,9.5,(5-14.1),,
1399,San Mateo,2021-2022,Child vs. adult,18+ years,8.9,(6.9-10.8),,
1400,Santa Barbara,2021-2022,Child vs. adult,18+ years,11.8,(8.7-14.9),,
1401,Santa Clara,2021-2022,Child vs. adult,18+ years,8.2,(6.8-9.6),,
1402,Santa Cruz,2021-2022,Child vs. adult,18+ years,10.3,(6-14.6),,
1403,Shasta,2021-2022,Child vs. adult,18+ years,6.7,(4.2-9.1),,
1404,Sierra,2021-2022,Child vs. adult,18+ years,10.4,(3.4-17.3),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1405,Siskiyou,2021-2022,Child vs. adult,18+ years,10.4,(3.4-17.3),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1406,Solano,2021-2022,Child vs. adult,18+ years,13.4,(9.2-17.5),,
1407,Sonoma,2021-2022,Child vs. adult,18+ years,9.1,(6.3-11.9),,
1408,Stanislaus,2021-2022,Child vs. adult,18+ years,13.6,(9.2-18),,
1409,Sutter,2021-2022,Child vs. adult,18+ years,7.9,(5.1-10.7),,
1410,Tehama,2021-2022,Child vs. adult,18+ years,14.2,(9.3-19),"Colusa, Glenn, and Tehama counties combined combined for analysis",
1411,Trinity,2021-2022,Child vs. adult,18+ years,10.4,(3.4-17.3),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1412,Tulare,2021-2022,Child vs. adult,18+ years,9.4,(5.8-12.9),,
1413,Tuolumne,2021-2022,Child vs. adult,18+ years,13.9,(9.4-18.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1414,Ventura,2021-2022,Child vs. adult,18+ years,10.5,(7.5-13.5),,
1415,Yolo,2021-2022,Child vs. adult,18+ years,14.9,(6.3-23.4),,
1416,Yuba,2021-2022,Child vs. adult,18+ years,14.6,(9-20.2),,
1417,California,2021-2022,Age groups,0–4 years,2.4,(1.7-3.1),,
1418,Alameda,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1419,Alpine,2021-2022,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
1420,Amador,2021-2022,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
1421,Butte,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1422,Calaveras,2021-2022,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
1423,Colusa,2021-2022,Age groups,0–4 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
1424,Contra Costa,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1425,Del Norte,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1426,El Dorado,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1427,Fresno,2021-2022,Age groups,0–4 years,15.9,(6.3-25.5),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1428,Glenn,2021-2022,Age groups,0–4 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
1429,Humboldt,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1430,Imperial,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1431,Inyo,2021-2022,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
1432,Kern,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1433,Kings,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1434,Lake,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1435,Lassen,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1436,Los Angeles,2021-2022,Age groups,0–4 years,0.8,(0.1-1.5),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1437,Madera,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1438,Marin,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1439,Mariposa,2021-2022,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
1440,Mendocino,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1441,Merced,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1442,Modoc,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1443,Mono,2021-2022,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
1444,Monterey,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1445,Napa,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1446,Nevada,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1447,Orange,2021-2022,Age groups,0–4 years,4.9,(1-8.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1448,Placer,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1449,Plumas,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1450,Riverside,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1451,Sacramento,2021-2022,Age groups,0–4 years,8.2,(2.6-13.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1452,San Benito,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1453,San Bernardino,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1454,San Diego,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1455,San Francisco,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1456,San Joaquin,2021-2022,Age groups,0–4 years,14.8,(6.3-23.3),,
1457,San Luis Obispo,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1458,San Mateo,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1459,Santa Barbara,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1460,Santa Clara,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1461,Santa Cruz,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1462,Shasta,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1463,Sierra,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1464,Siskiyou,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1465,Solano,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1466,Sonoma,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1467,Stanislaus,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1468,Sutter,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1469,Tehama,2021-2022,Age groups,0–4 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
1470,Trinity,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1471,Tulare,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1472,Tuolumne,2021-2022,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
1473,Ventura,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1474,Yolo,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1475,Yuba,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1476,California,2021-2022,Age groups,5–17 years,8.2,(7.3-9.1),,
1477,Alameda,2021-2022,Age groups,5–17 years,4.7,(1.3-8.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1478,Alpine,2021-2022,Age groups,5–17 years,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1479,Amador,2021-2022,Age groups,5–17 years,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1480,Butte,2021-2022,Age groups,5–17 years,9.6,(0.9-18.3),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1481,Calaveras,2021-2022,Age groups,5–17 years,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1482,Colusa,2021-2022,Age groups,5–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
1483,Contra Costa,2021-2022,Age groups,5–17 years,7.1,(2.7-11.4),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1484,Del Norte,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1485,El Dorado,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
1486,Fresno,2021-2022,Age groups,5–17 years,13.4,(7.1-19.7),,
1487,Glenn,2021-2022,Age groups,5–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
1488,Humboldt,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
1489,Imperial,2021-2022,Age groups,5–17 years,12.3,(2.8-21.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1490,Inyo,2021-2022,Age groups,5–17 years,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1491,Kern,2021-2022,Age groups,5–17 years,8.3,(2.4-14.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1492,Kings,2021-2022,Age groups,5–17 years,8.9,(2-15.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1493,Lake,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
1494,Lassen,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1495,Los Angeles,2021-2022,Age groups,5–17 years,9.6,(7.7-11.6),,
1496,Madera,2021-2022,Age groups,5–17 years,17.9,(4.8-31),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1497,Marin,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
1498,Mariposa,2021-2022,Age groups,5–17 years,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
